report_id,"report_filename_id",nest_id,param_id,days_active,report_number,"report_starttime","secs_per_rec","num_records","report_datetime"
806,"2014-09-24_AA0012_r-059-05",12,0,59,5,"2014-11-21 14:12:51","60","240","2014-11-21 18:12:53"
807,"2014-07-08_AA0004_r-137-01",18,0,137,1,"2014-11-20 16:16:58","360","240","2014-11-21 16:16:04"
808,"2014-08-27_AA0027_r-087-06",5,0,87,6,"2014-11-21 17:53:05","60","240","2014-11-21 21:53:10"
809,"2014-09-24_AA0012_r-059-06",12,0,59,6,"2014-11-21 18:12:53","60","240","2014-11-21 22:12:56"
810,"2014-08-27_AA0027_r-088-01",5,0,88,1,"2014-11-21 21:53:10","60","240","2014-11-22 01:53:11"
811,"2014-09-24_AA0012_r-060-01",12,0,60,1,"2014-11-21 22:12:56","60","240","2014-11-22 02:12:58"
812,"2014-08-27_AA0027_r-088-02",5,0,88,2,"2014-11-22 01:53:11","60","240","2014-11-22 05:53:14"
813,"2014-09-24_AA0012_r-060-02",12,0,60,2,"2014-11-22 02:12:58","60","240","2014-11-22 06:13:01"
814,"2014-08-27_AA0027_r-088-03",5,0,88,3,"2014-11-22 05:53:14","60","240","2014-11-22 09:53:17"
815,"2014-09-24_AA0012_r-060-03",12,0,60,3,"2014-11-22 06:13:01","60","240","2014-11-22 10:13:04"
816,"2014-08-27_AA0027_r-088-04",5,0,88,4,"2014-11-22 09:53:17","60","240","2014-11-22 13:53:23"
817,"2014-09-24_AA0012_r-060-04",12,0,60,4,"2014-11-22 10:13:04","60","240","2014-11-22 14:13:06"
